,videoId,videoPublishedAt,playlist_id
0,LFeT32e13AM,2021-02-18T15:15:34Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
1,NajYc1crq1Y,2021-02-19T08:40:18Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
2,XiBoJIchuiA,2021-02-22T07:13:21Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
3,G20vkIbRH1k,2021-02-23T12:17:28Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
4,1Q_bIpHm-vs,2021-03-03T05:48:29Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
5,QT7vk9j7vVY,2021-03-03T05:49:20Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
6,L7vaxGVKbFs,2021-03-03T05:50:04Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
7,ygKU7Bt9OqQ,2021-03-03T05:51:15Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
8,Sig4rgbhudg,2021-04-11T01:22:44Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
9,f6a1d01sTsM,2021-04-11T01:23:27Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
10,YURVK8EI0No,2021-04-11T01:24:05Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
11,sdQEcySu6kw,2021-04-11T01:24:44Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
12,_Ng09g_U7BU,2021-04-11T01:25:25Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
13,aZ_Rs-dm2Yc,2021-04-11T01:26:00Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
14,RDSg9E4rtg4,2021-04-11T01:26:44Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
15,EyeHqHH9LAI,2021-04-11T01:27:22Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
16,7FHXbHZJ7rw,2021-05-23T03:00:37Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
17,_ys9ibn5ZoM,2021-05-23T03:03:41Z,PLKnIA16_RmvZcoNprihRnFNlu8vxZrP8L
0,rt8TyYA3__k,2021-01-16T05:50:09Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
1,c6WSA87MGzc,2021-01-20T14:37:09Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
2,KnBuXxWnY5k,2021-02-05T05:37:13Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
3,Y5DLiHFskcg,2021-02-07T16:36:16Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
4,LU1DROOszLw,2021-02-09T16:19:22Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
5,yleHRBmiw4s,2021-02-09T16:22:58Z,PLKnIA16_RmvYZTbtlMAy82T57HdL7LG5z
0,8FaUvSe_fWE,2020-10-11T14:17:18Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
1,IYNNwoYIT-s,2020-10-18T02:26:00Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
2,qqcP1U7JLjg,2020-10-21T02:34:12Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
3,d9fUBJpZIrs,2020-11-04T19:10:46Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
4,HcscP4FYRxU,2020-11-06T19:03:28Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
5,F2veKO3iq24,2020-11-12T04:58:59Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
6,DORQ7opTwp4,2020-11-16T04:05:18Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
7,6YIGLfsnKH4,2020-11-19T04:09:59Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
8,Vg-Ap8FX_J8,2020-11-19T04:35:03Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
9,aTGzS18ZzEE,2020-11-22T07:44:08Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
10,yEM9Fx7o6Ng,2020-11-24T21:36:25Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
11,lIMcihOvtSM,2020-11-30T17:29:49Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
12,OqZreB_Q0w0,2020-12-05T22:21:36Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
13,90tPmzyBcMI,2021-01-05T05:38:47Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
14,B4EHqx5ZKMM,2021-01-10T15:08:30Z,PLKnIA16_RmvZ4TXS8aMhMkk_Xbf5nI72_
0,dOfsj5eAF6c,2020-09-19T03:39:54Z,PLKnIA16_RmvaeOke8cZBroU-ZONUIhi8H
1,fCYJYCMfVUg,2020-09-20T07:00:43Z,PLKnIA16_RmvaeOke8cZBroU-ZONUIhi8H
2,5tFRhK3gl-I,2020-09-22T06:19:26Z,PLKnIA16_RmvaeOke8cZBroU-ZONUIhi8H
3,kqo1hp9yXjA,2020-09-28T05:02:55Z,PLKnIA16_RmvaeOke8cZBroU-ZONUIhi8H
0,AO6ElqaDn-o,2020-10-02T17:49:21Z,PLKnIA16_RmvYQCXvDZmiVwJ0l8Bg0ZGCG
1,XU_gHJ_1FG8,2020-10-10T02:40:41Z,PLKnIA16_RmvYQCXvDZmiVwJ0l8Bg0ZGCG
0,1Yw9sC0PNwY,2021-04-09T14:32:00Z,PLKnIA16_RmvalFVAuVdLVFSqg50cwotk0
1,eBrGyuA2MIg,2021-04-10T14:30:04Z,PLKnIA16_RmvalFVAuVdLVFSqg50cwotk0
0,LUiBOAy7x6Y,2021-03-12T15:25:14Z,PLKnIA16_RmvZ7iKIcJrLjUoFDEeSejRpn
1,-1T54G_E-ys,2021-03-16T13:37:35Z,PLKnIA16_RmvZ7iKIcJrLjUoFDEeSejRpn
2,HYVzrETXbkE,2021-03-17T19:49:37Z,PLKnIA16_RmvZ7iKIcJrLjUoFDEeSejRpn
0,oUJs03eZ0S8,2021-03-14T04:22:11Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
1,wRtAoZF50Jc,2021-03-14T04:50:41Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
2,AFrZ3JOQ0Qg,2021-03-14T04:59:38Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
3,wlH9w1eA6PQ,2021-03-14T05:24:30Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
4,DPkpI2ezVO4,2021-03-14T05:27:57Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
5,Y_78ARbpSwo,2021-03-14T05:31:32Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
6,fanEPKLRbPk,2021-03-14T05:37:13Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
7,b_vVNCVDrbw,2021-03-14T05:40:32Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
8,shfXj_Og7ak,2021-03-21T02:51:09Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
9,Vy3SnnSQogA,2021-03-21T02:59:54Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
10,Vw4LA54xG5A,2021-03-21T02:58:59Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
11,_C36hYMa8QU,2021-03-21T03:05:13Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
12,sg7MwuLsnjQ,2021-03-21T03:10:57Z,PLKnIA16_RmvYXDBJ5WRDuQRSzFJs93pYR
0,ZftI2fEz0Fw,2021-03-13T16:15:53Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
1,1v3_AQ26jZ0,2021-03-15T16:28:35Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
2,81ymPYEtFOw,2021-03-16T13:49:16Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
3,nPrhFxEuTYU,2021-03-17T14:13:41Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
4,3oOipgCbLIk,2021-03-18T12:41:31Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
5,ntAOq1ioTKo,2021-03-19T13:34:29Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
6,WGUNAJki2S4,2021-03-20T14:09:26Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
7,UZio8TcTMrI,2021-03-22T14:14:44Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
8,iDbhQGz_rEo,2021-03-23T14:44:09Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
9,93rKZs0MkgU,2021-03-24T12:49:59Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
10,vVhD2EyS41Y,2021-03-25T14:39:26Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
11,82P5N2m41jE,2021-03-26T15:47:45Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
12,dr7z7a_8lQw,2021-03-27T14:30:02Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
13,A9SezQlvakw,2021-03-29T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
14,a_XrmKlaGTs,2021-03-30T14:34:19Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
15,fFwRC-fapIU,2021-03-31T14:30:04Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
16,roTZJaxjnJc,2021-04-01T14:30:08Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
17,8NOdgjC1988,2021-04-02T15:12:18Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
18,mJlRTUuVr04,2021-04-03T14:30:03Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
19,4HyTlbHUKSw,2021-04-05T14:30:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
20,6D3VtEfCw7w,2021-04-06T14:30:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
21,E69Lg2ZgOxg,2021-04-07T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
22,sluoVhT0ehg,2021-04-08T14:43:42Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
23,1Yw9sC0PNwY,2021-04-09T14:32:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
24,eBrGyuA2MIg,2021-04-10T14:30:04Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
25,w2GglmYHfmM,2021-04-12T16:55:33Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
26,U5oCv3JKWKA,2021-04-13T14:30:05Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
27,5TVj6iEBR4I,2021-04-14T14:30:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
28,xOccYkgRV4Q,2021-04-15T15:00:41Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
29,cTjj3LE8E90,2021-04-16T14:38:42Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
30,lV_Z4HbNAx0,2021-04-17T14:30:05Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
31,kKWsJGKcMvo,2021-04-19T14:28:16Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
32,9xiX-I5_LQY,2021-04-20T14:30:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
33,J73mvgG9fFs,2021-04-21T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
34,aUnNWZorGmk,2021-04-22T14:30:00Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
35,mCL2xLBDw8M,2021-04-23T14:30:13Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
36,l_Wip8bEDFQ,2021-04-24T14:30:10Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
37,Ratcir3p03w,2021-04-26T14:30:02Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
38,-fK-xEev2I8,2021-04-27T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
39,a38ehxv3kyk,2021-04-28T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
40,Lln1PKgGr_M,2021-04-29T14:30:11Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
41,OnPE-Z8jtqM,2021-04-30T14:30:04Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
42,Ccv1-W5ilak,2021-05-01T14:30:01Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
43,bcXA4CqRXvM,2021-05-03T14:30:04Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
44,ma-h30PoFms,2021-05-04T14:30:09Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
45,ToGuhynu-No,2021-05-05T14:30:03Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
46,iRbsBi5W0-c,2021-05-06T14:30:03Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
47,tXXnxjj2wM4,2021-05-07T14:30:04Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
48,tofVCUDrg4M,2021-05-08T14:30:06Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
49,UZPfbG0jNec,2021-05-10T14:30:07Z,PLKnIA16_Rmvbr7zKYQuBfsVkjoLcJgxHH
0,_W1i-c_6rOk,2021-03-09T13:17:07Z,PLKnIA16_RmvYCvO-bAYhv3IAW220Jl7b3
1,pGQnNYdPTvY,2021-03-10T14:13:57Z,PLKnIA16_RmvYCvO-bAYhv3IAW220Jl7b3
2,ut4vh59rGkw,2021-03-11T14:06:31Z,PLKnIA16_RmvYCvO-bAYhv3IAW220Jl7b3
0,6hNM-HfBmPE,2020-10-08T14:51:38Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
1,95fWfyMAvQU,2020-10-08T14:52:23Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
2,HCXY4ZAta2I,2020-10-08T14:52:46Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
3,zmXT-Odo_hg,2020-10-08T14:54:00Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
4,mTE50i5prxc,2020-10-08T14:54:49Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
5,x--vrns8mQo,2020-10-08T14:55:21Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
6,aR08eUEaVxQ,2020-10-08T14:56:22Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
7,xpljKsusK7Y,2020-10-08T14:57:04Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
8,ooU3i6u826k,2020-10-08T14:57:51Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
9,lbkuGqJ0VMw,2020-10-08T14:58:30Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
10,t8LH2BOPW3M,2020-10-08T14:59:18Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
11,vz-xweK5aLM,2020-10-08T15:00:41Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
12,t5lhXbwpNMo,2020-10-08T15:02:03Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
13,xt7lWNTWYC8,2020-10-08T15:02:45Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
14,4FO0REjG0x8,2020-10-08T15:06:08Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
15,a2UUDYtsWks,2020-10-08T15:07:58Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
16,tZ6Ez7c6YNI,2020-10-08T16:56:13Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
17,95S3BW3nqlI,2020-10-08T16:56:47Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
18,yN2r1i_wFVc,2020-10-08T16:57:19Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
19,ZUdCqt8F5pQ,2020-10-08T16:57:48Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
20,FyNEpTzAF1Q,2020-10-08T16:58:35Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
21,QpSjsFNOl48,2020-10-08T16:59:00Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
22,RkEgOeTz_z0,2020-10-08T16:59:37Z,PLKnIA16_Rmvb3AF6EFjecR8KSgY-t8LhA
0,dNpnqLqtBxg,2020-08-07T06:02:57Z,PLKnIA16_RmvYNKLA_HG5h3_dyzSBuD09_
1,zJ5QMI6PFgM,2020-08-07T06:03:23Z,PLKnIA16_RmvYNKLA_HG5h3_dyzSBuD09_
2,Kg_7GllfN5A,2020-08-07T06:03:48Z,PLKnIA16_RmvYNKLA_HG5h3_dyzSBuD09_
3,4J0uuIEPBZE,2020-08-07T06:05:36Z,PLKnIA16_RmvYNKLA_HG5h3_dyzSBuD09_
0,e9h-ZZ_ahRg,2020-08-25T06:36:53Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
1,10e-b8AgdVA,2020-07-10T01:53:02Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
2,fNk_zzaMoSs,2016-08-06T00:05:49Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
3,k7RM-ot2NWY,2016-08-06T23:49:28Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
4,kYB8IZa5AuE,2016-08-07T21:39:19Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
5,XkY2DOUCWMU,2016-08-08T22:20:43Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
6,LyGKycYT2v0,2016-08-24T19:20:58Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
7,PFDu9oVAE-g,2016-09-15T18:22:14Z,PLKnIA16_RmvYu0fS_RuIB2eTbJcTFdrAA
